mine_id,subunit_cd,calendar_yr,annual_hrs,annual_coal_prod,avg_annual_empl,load_dt
3304558,03,2017,7713,0,4,2018-01-31 01:03:41.639323 -05:00
3304560,03,2017,10876,0,5,2018-01-31 01:03:35.943587 -05:00
3304560,99,2017,2126,0,2,2018-01-31 01:03:39.230971 -05:00
3304562,03,2017,3646,0,2,2018-01-31 01:03:39.642064 -05:00
3304563,03,2017,10283,0,6,2018-01-31 01:03:37.834778 -05:00
3304563,99,2017,1392,0,1,2018-01-31 01:03:36.621616 -05:00
3304563,06,2017,3160,0,6,2018-01-31 01:03:36.302169 -05:00
3304565,01,2017,5294,1392,7,2018-01-31 01:03:35.964065 -05:00
3304565,02,2017,55,0,1,2018-01-31 01:03:40.162689 -05:00
3304569,30,2017,1398,0,4,2018-01-31 01:03:38.228121 -05:00
3304573,03,2017,340,0,2,2018-01-31 01:03:36.308342 -05:00
3304575,03,2017,2820,0,2,2018-01-31 01:03:40.225053 -05:00
3304575,99,2017,862,0,1,2018-01-31 01:03:38.420463 -05:00
3304576,06,2017,10487,0,5,2018-01-31 01:03:41.075283 -05:00
3304576,99,2017,2315,0,1,2018-01-31 01:03:38.376825 -05:00
3304577,03,2017,105799,502893,48,2018-01-31 01:03:37.022751 -05:00
3304578,02,2017,22234,0,8,2018-01-31 01:03:35.931292 -05:00
3304578,99,2017,12136,0,5,2018-01-31 01:03:41.297641 -05:00
3304578,01,2017,63906,0,29,2018-01-31 01:03:37.632947 -05:00
3304581,03,2017,6261,0,3,2018-01-31 01:03:36.662142 -05:00
3304581,99,2017,2843,0,2,2018-01-31 01:03:36.031254 -05:00
3304583,99,2017,4966,0,2,2018-01-31 01:03:41.106144 -05:00
3304583,03,2017,18928,0,9,2018-01-31 01:03:36.464065 -05:00
3304586,03,2017,7480,0,4,2018-01-31 01:03:41.101212 -05:00
3304586,99,2017,4456,0,2,2018-01-31 01:03:40.025059 -05:00
3304588,99,2017,5004,0,3,2018-01-31 01:03:39.138025 -05:00
3304588,03,2017,37806,0,18,2018-01-31 01:03:38.192018 -05:00
3304591,02,2017,2409,0,1,2018-01-31 01:03:41.453624 -05:00
3304591,01,2017,7583,6718,3,2018-01-31 01:03:36.609659 -05:00
3304592,03,2017,10810,0,5,2018-01-31 01:03:39.616628 -05:00
3304592,99,2017,1820,0,1,2018-01-31 01:03:37.104738 -05:00
3304593,03,2017,16135,0,7,2018-01-31 01:03:41.581970 -05:00
3304593,99,2017,6724,0,3,2018-01-31 01:03:40.649106 -05:00
3304595,99,2017,2520,0,1,2018-01-31 01:03:38.001685 -05:00
3304595,01,2017,2520,0,1,2018-01-31 01:03:36.182814 -05:00
3304600,99,2017,40,0,1,2018-01-31 01:03:40.520889 -05:00
3304600,03,2017,1958,0,2,2018-01-31 01:03:37.193522 -05:00
3304602,03,2017,8200,0,13,2018-01-31 01:03:41.316057 -05:00
3304602,99,2017,1200,0,2,2018-01-31 01:03:36.716456 -05:00
3304604,99,2017,5,0,1,2018-01-31 01:03:40.905085 -05:00
3304604,03,2017,559,0,2,2018-01-31 01:03:39.912680 -05:00
3304607,03,2017,313,0,2,2018-01-31 01:03:37.899547 -05:00
3304607,99,2017,20,0,1,2018-01-31 01:03:36.590644 -05:00
3304608,30,2017,750,0,2,2018-01-31 01:03:36.696739 -05:00
3304609,30,2017,5121,0,3,2018-01-31 01:03:37.685526 -05:00
3304622,03,2017,6190,0,4,2018-01-31 01:03:41.123206 -05:00
3304622,99,2017,1963,0,1,2018-01-31 01:03:39.526098 -05:00
3304629,03,2017,9553,0,5,2018-01-31 01:03:39.991667 -05:00
3304630,99,2017,2894,0,2,2018-01-31 01:03:41.434750 -05:00
3304630,03,2017,24793,0,16,2018-01-31 01:03:38.161889 -05:00
3304632,03,2017,92,0,1,2018-01-31 01:03:38.887616 -05:00
3304642,04,2017,22776,77453,10,2018-01-31 01:03:41.070404 -05:00
3304645,01,2017,19999,144638,11,2018-01-31 01:03:40.002681 -05:00
3304645,02,2017,2617,0,1,2018-01-31 01:03:39.641486 -05:00
3304651,99,2017,2220,0,1,2018-01-31 01:03:41.250267 -05:00
3304651,03,2017,13581,0,5,2018-01-31 01:03:36.795325 -05:00
3304657,99,2017,6927,0,4,2018-01-31 01:03:40.625901 -05:00
3304657,30,2017,56307,0,25,2018-01-31 01:03:40.469654 -05:00
3304657,01,2017,22037,0,11,2018-01-31 01:03:39.610400 -05:00
3304657,02,2017,47611,0,23,2018-01-31 01:03:37.679191 -05:00
3304658,03,2017,12,0,1,2018-01-31 01:03:38.913116 -05:00
3304659,03,2017,293,0,1,2018-01-31 01:03:41.554547 -05:00
3304662,03,2017,4921,0,5,2018-01-31 01:03:39.309610 -05:00
3304676,03,2017,301,0,2,2018-01-31 01:03:40.815579 -05:00
3304678,03,2017,150,0,3,2018-01-31 01:03:41.063435 -05:00
3304680,03,2017,3239,0,2,2018-01-31 01:03:36.845210 -05:00
3304681,03,2017,7096,0,4,2018-01-31 01:03:36.340161 -05:00
3304682,03,2017,13980,0,6,2018-01-31 01:03:41.490163 -05:00
3304685,03,2017,5076,0,2,2018-01-31 01:03:41.547142 -05:00
3304685,99,2017,1071,0,1,2018-01-31 01:03:38.605339 -05:00
3304686,99,2017,4359,0,2,2018-01-31 01:03:40.025057 -05:00
3304686,30,2017,7050,0,4,2018-01-31 01:03:38.755549 -05:00
3304686,03,2017,9166,0,6,2018-01-31 01:03:37.950318 -05:00
3304691,99,2017,1381,0,2,2018-01-31 01:03:40.815577 -05:00
3304691,03,2017,12376,0,6,2018-01-31 01:03:40.442424 -05:00
3304692,03,2017,5538,0,2,2018-01-31 01:03:38.043015 -05:00
3304692,99,2017,1359,0,1,2018-01-31 01:03:39.934949 -05:00
3304694,03,2017,202,0,2,2018-01-31 01:03:40.350784 -05:00
3304697,03,2017,206,0,2,2018-01-31 01:03:39.580492 -05:00
3304699,03,2017,115,0,1,2018-01-31 01:03:39.367241 -05:00
3304703,06,2017,17640,0,8,2018-01-31 01:03:37.800412 -05:00
3304703,99,2017,4541,0,3,2018-01-31 01:03:36.169593 -05:00
3304709,04,2017,43398,0,21,2018-01-31 01:03:41.308940 -05:00
3304711,03,2017,11535,0,6,2018-01-31 01:03:37.800414 -05:00
3304711,99,2017,3370,0,3,2018-01-31 01:03:36.290497 -05:00
3304715,99,2017,54,0,1,2018-01-31 01:03:36.421902 -05:00
3304715,03,2017,4307,0,3,2018-01-31 01:03:36.737767 -05:00
3304716,99,2017,1667,0,1,2018-01-31 01:03:40.969537 -05:00
3304716,03,2017,1545,0,1,2018-01-31 01:03:38.924724 -05:00
3304717,03,2017,1595,0,2,2018-01-31 01:03:38.415943 -05:00
3304718,03,2017,7898,0,10,2018-01-31 01:03:37.471332 -05:00
3304719,03,2017,2820,0,5,2018-01-31 01:03:40.916541 -05:00
3304721,03,2017,43,0,1,2018-01-31 01:03:39.957441 -05:00
3304722,03,2017,3823,0,3,2018-01-31 01:03:39.892675 -05:00
3304723,99,2017,23,0,1,2018-01-31 01:03:40.177219 -05:00
3304723,03,2017,845,0,2,2018-01-31 01:03:38.238327 -05:00
3304725,03,2017,1249,0,7,2018-01-31 01:03:39.549431 -05:00
3304725,99,2017,130,0,1,2018-01-31 01:03:38.388030 -05:00
3304726,03,2017,5813,0,3,2018-01-31 01:03:41.236980 -05:00
3304726,99,2017,1389,0,1,2018-01-31 01:03:40.361026 -05:00
3304727,03,2017,1880,0,4,2018-01-31 01:03:37.149362 -05:00
3304728,03,2017,6904,0,12,2018-01-31 01:03:39.766554 -05:00
3304729,99,2017,30,0,2,2018-01-31 01:03:36.598227 -05:00
3304729,03,2017,16,0,2,2018-01-31 01:03:41.500608 -05:00
3304731,03,2017,12203,0,5,2018-01-31 01:03:37.978436 -05:00
3304732,06,2017,958,0,1,2018-01-31 01:03:41.595041 -05:00
3304733,99,2017,2715,0,1,2018-01-31 01:03:35.995953 -05:00
3304733,06,2017,14677,0,6,2018-01-31 01:03:41.344866 -05:00
3304734,03,2017,396,0,3,2018-01-31 01:03:36.076327 -05:00
3304735,30,2017,11582,0,5,2018-01-31 01:03:39.468095 -05:00
3304737,01,2017,1870,0,3,2018-01-31 01:03:41.399694 -05:00
3304739,03,2017,8480,0,11,2018-01-31 01:03:36.234087 -05:00
3304739,99,2017,670,0,2,2018-01-31 01:03:40.855118 -05:00
3400008,99,2017,7669,0,4,2018-01-31 01:03:41.535913 -05:00
3400008,30,2017,30222,0,16,2018-01-31 01:03:40.595432 -05:00
3400008,03,2017,12447,0,6,2018-01-31 01:03:36.258651 -05:00
3400009,99,2017,642,0,1,2018-01-31 01:03:41.297640 -05:00
3400009,03,2017,10003,0,5,2018-01-31 01:03:40.747518 -05:00
3400009,30,2017,34213,0,18,2018-01-31 01:03:39.599201 -05:00
3400011,99,2017,1417,0,3,2018-01-31 01:03:39.876523 -05:00
3400011,30,2017,177421,0,76,2018-01-31 01:03:38.804508 -05:00
3400011,03,2017,38820,0,17,2018-01-31 01:03:36.780869 -05:00
3400015,99,2017,599,0,1,2018-01-31 01:03:41.659490 -05:00
3400015,30,2017,40765,0,19,2018-01-31 01:03:37.201176 -05:00
3400015,03,2017,9154,0,4,2018-01-31 01:03:36.621512 -05:00
3400023,30,2017,175556,0,75,2018-01-31 01:03:41.519605 -05:00
3400023,99,2017,91550,0,37,2018-01-31 01:03:39.557976 -05:00
3400023,03,2017,21739,0,11,2018-01-31 01:03:37.164859 -05:00
3400026,30,2017,206107,0,91,2018-01-31 01:03:40.839605 -05:00
3400026,99,2017,14152,0,7,2018-01-31 01:03:38.458218 -05:00
3400026,03,2017,23055,0,10,2018-01-31 01:03:37.685528 -05:00
3400027,99,2017,3427,0,2,2018-01-31 01:03:41.094935 -05:00
3400027,03,2017,4255,0,2,2018-01-31 01:03:37.770209 -05:00
3400037,30,2017,59242,0,30,2018-01-31 01:03:41.531310 -05:00
3400037,99,2017,1508,0,2,2018-01-31 01:03:41.287450 -05:00
3400037,03,2017,10575,0,5,2018-01-31 01:03:36.290543 -05:00
3400040,03,2017,24588,0,10,2018-01-31 01:03:39.015277 -05:00
3400040,99,2017,7068,0,3,2018-01-31 01:03:37.872271 -05:00
3400050,03,2017,69671,0,33,2018-01-31 01:03:40.514149 -05:00
3400050,99,2017,15868,0,6,2018-01-31 01:03:36.184117 -05:00
3400056,99,2017,6308,0,3,2018-01-31 01:03:38.998784 -05:00
3400056,30,2017,43490,0,17,2018-01-31 01:03:37.260518 -05:00
3400056,03,2017,39412,0,16,2018-01-31 01:03:36.703466 -05:00
3400061,03,2017,2326,0,1,2018-01-31 01:03:40.448616 -05:00
3400061,99,2017,4654,0,2,2018-01-31 01:03:39.395363 -05:00
3400061,30,2017,12416,0,6,2018-01-31 01:03:39.250367 -05:00
3400108,03,2017,5169,0,2,2018-01-31 01:03:41.535908 -05:00
3400108,99,2017,8,0,1,2018-01-31 01:03:36.795320 -05:00
3400110,99,2017,169,0,1,2018-01-31 01:03:40.333833 -05:00
3400110,03,2017,8715,0,5,2018-01-31 01:03:38.080619 -05:00
3400117,03,2017,2447,0,1,2018-01-31 01:03:39.010409 -05:00
3400117,99,2017,4,0,1,2018-01-31 01:03:37.471325 -05:00
3400123,99,2017,60,0,1,2018-01-31 01:03:37.996851 -05:00
3400123,03,2017,16169,0,7,2018-01-31 01:03:36.278378 -05:00
3400256,99,2017,5093,0,3,2018-01-31 01:03:40.117864 -05:00
3400256,03,2017,26123,0,12,2018-01-31 01:03:36.329462 -05:00
3400266,30,2017,22691,0,10,2018-01-31 01:03:37.978417 -05:00
3400266,03,2017,130856,0,54,2018-01-31 01:03:36.837447 -05:00
3400282,01,2017,20655,0,9,2018-01-31 01:03:36.078318 -05:00
3400282,30,2017,53571,0,25,2018-01-31 01:03:38.863451 -05:00
3400282,99,2017,14560,0,7,2018-01-31 01:03:37.254274 -05:00
3400282,02,2017,24258,0,11,2018-01-31 01:03:37.193409 -05:00
3400304,03,2017,6719,0,4,2018-01-31 01:03:41.669734 -05:00
3400304,99,2017,2240,0,1,2018-01-31 01:03:36.851961 -05:00
3400304,30,2017,82933,0,36,2018-01-31 01:03:36.780865 -05:00
3400359,06,2017,17261,0,6,2018-01-31 01:03:41.184363 -05:00
3400359,99,2017,321,0,1,2018-01-31 01:03:38.267481 -05:00
3400360,99,2017,670,0,1,2018-01-31 01:03:38.776157 -05:00
3400360,06,2017,17602,0,6,2018-01-31 01:03:38.183427 -05:00
3400362,06,2017,11384,0,5,2018-01-31 01:03:41.214478 -05:00
3400362,99,2017,4004,0,2,2018-01-31 01:03:38.449782 -05:00
3400372,99,2017,3840,0,2,2018-01-31 01:03:38.627992 -05:00
3400372,06,2017,169,0,2,2018-01-31 01:03:36.696728 -05:00
3400375,03,2017,6967,0,3,2018-01-31 01:03:40.381202 -05:00
3400377,30,2017,54083,0,23,2018-01-31 01:03:39.538415 -05:00
3400377,99,2017,15352,0,8,2018-01-31 01:03:37.782476 -05:00
3400381,06,2017,5364,0,2,2018-01-31 01:03:40.360927 -05:00
3400381,99,2017,3548,0,2,2018-01-31 01:03:37.528246 -05:00
3400394,06,2017,16024,0,7,2018-01-31 01:03:39.616659 -05:00
3400394,99,2017,11806,0,5,2018-01-31 01:03:38.017519 -05:00
3400405,99,2017,657,0,1,2018-01-31 01:03:39.610391 -05:00
3400405,03,2017,11400,0,5,2018-01-31 01:03:39.474609 -05:00
3400405,30,2017,34400,0,16,2018-01-31 01:03:39.438297 -05:00
3400407,03,2017,4846,0,2,2018-01-31 01:03:38.296863 -05:00
3400407,99,2017,3122,0,3,2018-01-31 01:03:37.321248 -05:00
3400435,03,2017,2243,0,2,2018-01-31 01:03:39.209738 -05:00
3400444,99,2017,80,0,1,2018-01-31 01:03:38.470556 -05:00
3400444,06,2017,1340,0,2,2018-01-31 01:03:36.098351 -05:00
3400445,06,2017,5900,0,3,2018-01-31 01:03:39.230965 -05:00
3400445,99,2017,2,0,1,2018-01-31 01:03:38.888509 -05:00
3400460,03,2017,33157,0,15,2018-01-31 01:03:39.675243 -05:00
3400460,99,2017,4953,0,2,2018-01-31 01:03:38.238848 -05:00
3400507,99,2017,2648,0,1,2018-01-31 01:03:39.159983 -05:00
3400507,03,2017,2117,0,1,2018-01-31 01:03:37.315080 -05:00
3400507,30,2017,5297,0,2,2018-01-31 01:03:36.064686 -05:00
3400527,99,2017,6801,0,3,2018-01-31 01:03:41.327808 -05:00
3400527,03,2017,21803,0,8,2018-01-31 01:03:39.970147 -05:00
3400530,99,2017,21539,0,9,2018-01-31 01:03:40.707899 -05:00
3400530,30,2017,32816,0,13,2018-01-31 01:03:40.548874 -05:00
3400530,03,2017,53600,0,21,2018-01-31 01:03:40.481808 -05:00
3400550,06,2017,14977,0,5,2018-01-31 01:03:40.585300 -05:00
3400550,99,2017,2489,0,1,2018-01-31 01:03:37.719700 -05:00
3400569,30,2017,2080,0,1,2018-01-31 01:03:35.916649 -05:00
3400569,99,2017,4128,0,2,2018-01-31 01:03:38.427957 -05:00
3400569,03,2017,10167,0,6,2018-01-31 01:03:37.389077 -05:00
3400615,99,2017,1952,0,1,2018-01-31 01:03:40.989822 -05:00
3400615,06,2017,9717,0,4,2018-01-31 01:03:36.365235 -05:00
3400679,06,2017,15278,0,7,2018-01-31 01:03:38.092854 -05:00
3400679,99,2017,5057,0,2,2018-01-31 01:03:36.320823 -05:00
3400681,99,2017,2169,0,1,2018-01-31 01:03:38.993343 -05:00
3400681,03,2017,4356,0,6,2018-01-31 01:03:38.296861 -05:00
3400687,99,2017,4,0,1,2018-01-31 01:03:41.177278 -05:00
3400687,03,2017,3670,0,2,2018-01-31 01:03:37.730387 -05:00
3400798,03,2017,22993,0,11,2018-01-31 01:03:39.549417 -05:00
3400798,30,2017,112505,0,52,2018-01-31 01:03:39.250437 -05:00
3400798,99,2017,1418,0,3,2018-01-31 01:03:39.049647 -05:00
3400836,30,2017,51106,0,26,2018-01-31 01:03:41.287446 -05:00
3400836,03,2017,29439,0,8,2018-01-31 01:03:36.477909 -05:00
3400837,99,2017,8335,0,6,2018-01-31 01:03:40.095866 -05:00
3400837,03,2017,24382,0,13,2018-01-31 01:03:39.924271 -05:00
3400892,06,2017,5590,0,3,2018-01-31 01:03:39.675245 -05:00
3400892,99,2017,1192,0,1,2018-01-31 01:03:38.905281 -05:00
3400893,99,2017,8941,0,4,2018-01-31 01:03:41.564235 -05:00
3400893,03,2017,16886,0,9,2018-01-31 01:03:40.979446 -05:00
3400905,03,2017,4224,0,4,2018-01-31 01:03:41.297568 -05:00
3400905,99,2017,12,0,1,2018-01-31 01:03:40.354550 -05:00
3401019,03,2017,20,0,2,2018-01-31 01:03:39.220468 -05:00
3401027,99,2017,87,0,1,2018-01-31 01:03:40.212846 -05:00
3401027,06,2017,3280,0,3,2018-01-31 01:03:37.287077 -05:00
3401035,03,2017,10349,0,5,2018-01-31 01:03:41.316051 -05:00
3401035,99,2017,3586,0,2,2018-01-31 01:03:37.135231 -05:00
3401061,03,2017,2021,0,1,2018-01-31 01:03:37.358248 -05:00
3401062,03,2017,575,1047,1,2018-01-31 01:03:37.242255 -05:00
3401093,03,2017,94369,0,39,2018-01-31 01:03:39.829644 -05:00
3401093,99,2017,2466,0,1,2018-01-31 01:03:38.924633 -05:00
3401093,30,2017,4446,0,2,2018-01-31 01:03:38.024913 -05:00
3401095,03,2017,21670,0,9,2018-01-31 01:03:41.133627 -05:00
3401095,99,2017,3328,0,2,2018-01-31 01:03:36.271146 -05:00
3401099,03,2017,12833,0,7,2018-01-31 01:03:40.392260 -05:00
3401111,99,2017,38,0,1,2018-01-31 01:03:38.851754 -05:00
3401111,03,2017,2050,0,2,2018-01-31 01:03:37.782462 -05:00
3401130,03,2017,21490,0,9,2018-01-31 01:03:39.438299 -05:00
3401130,99,2017,8770,0,4,2018-01-31 01:03:38.616374 -05:00
3401143,99,2017,149,0,1,2018-01-31 01:03:41.123176 -05:00
3401143,03,2017,7299,0,5,2018-01-31 01:03:40.608117 -05:00
3401210,99,2017,2496,0,1,2018-01-31 01:03:39.159989 -05:00
3401210,03,2017,10820,0,5,2018-01-31 01:03:37.037106 -05:00
3401224,99,2017,480,0,1,2018-01-31 01:03:38.341074 -05:00
3401224,03,2017,480,0,1,2018-01-31 01:03:37.956805 -05:00
3401236,99,2017,1124,0,1,2018-01-31 01:03:37.570930 -05:00
3401236,03,2017,3854,0,2,2018-01-31 01:03:37.223416 -05:00
3401238,30,2017,2669,0,4,2018-01-31 01:03:41.639122 -05:00
3401238,03,2017,30962,0,17,2018-01-31 01:03:41.424083 -05:00
3401238,99,2017,3,0,1,2018-01-31 01:03:36.320867 -05:00
3401269,99,2017,960,0,1,2018-01-31 01:03:41.344812 -05:00
3401269,03,2017,1300,0,3,2018-01-31 01:03:40.032364 -05:00
3401273,03,2017,37756,0,14,2018-01-31 01:03:37.645514 -05:00
3401273,99,2017,3710,0,2,2018-01-31 01:03:37.223413 -05:00
3401273,30,2017,23654,0,8,2018-01-31 01:03:36.590631 -05:00
3401285,30,2017,93433,0,37,2018-01-31 01:03:40.327126 -05:00
3401285,99,2017,10919,0,4,2018-01-31 01:03:39.474612 -05:00
3401285,03,2017,16986,0,7,2018-01-31 01:03:36.184127 -05:00
3401289,30,2017,153494,0,72,2018-01-31 01:03:40.927863 -05:00
3401289,99,2017,65372,0,32,2018-01-31 01:03:39.287298 -05:00
3401289,03,2017,16881,0,9,2018-01-31 01:03:38.365623 -05:00
3401299,99,2017,5600,0,3,2018-01-31 01:03:35.892717 -05:00
3401299,30,2017,1678,0,1,2018-01-31 01:03:40.595425 -05:00
3401299,03,2017,48739,0,22,2018-01-31 01:03:39.299147 -05:00
3401308,99,2017,2179,0,2,2018-01-31 01:03:39.711290 -05:00
3401308,30,2017,11790,0,5,2018-01-31 01:03:39.486067 -05:00
3401308,03,2017,14621,0,6,2018-01-31 01:03:38.092721 -05:00
3401364,03,2017,6921,0,3,2018-01-31 01:03:37.989514 -05:00
3401364,99,2017,24,0,1,2018-01-31 01:03:37.382016 -05:00
3401400,03,2017,5176,0,3,2018-01-31 01:03:41.328711 -05:00
3401400,99,2017,1820,0,1,2018-01-31 01:03:37.967604 -05:00
3401436,06,2017,20792,0,7,2018-01-31 01:03:41.327811 -05:00
3401436,99,2017,2848,0,1,2018-01-31 01:03:40.875896 -05:00
3401440,99,2017,911,0,2,2018-01-31 01:03:40.164310 -05:00
3401440,03,2017,7137,0,5,2018-01-31 01:03:37.961011 -05:00
3401455,03,2017,9579,0,3,2018-01-31 01:03:40.464082 -05:00
3401455,30,2017,46510,0,15,2018-01-31 01:03:39.456987 -05:00
3401455,99,2017,518,0,1,2018-01-31 01:03:37.218039 -05:00
3401472,03,2017,251,0,2,2018-01-31 01:03:36.234238 -05:00
3401472,99,2017,95,0,1,2018-01-31 01:03:40.110539 -05:00
3401474,99,2017,5377,0,3,2018-01-31 01:03:37.549063 -05:00
3401474,03,2017,72505,0,36,2018-01-31 01:03:37.346179 -05:00
3401487,03,2017,23351,0,11,2018-01-31 01:03:39.328291 -05:00
3401487,30,2017,4990,0,2,2018-01-31 01:03:36.590629 -05:00
3401487,99,2017,1684,0,1,2018-01-31 01:03:36.517519 -05:00
3401555,99,2017,2865,0,1,2018-01-31 01:03:39.665453 -05:00
3401555,03,2017,14510,0,7,2018-01-31 01:03:37.570267 -05:00
3401567,03,2017,18545,0,7,2018-01-31 01:03:41.315996 -05:00
3401634,99,2017,4760,0,2,2018-01-31 01:03:40.553397 -05:00
3401634,03,2017,23131,0,10,2018-01-31 01:03:37.940087 -05:00
3401634,30,2017,40140,0,17,2018-01-31 01:03:37.570934 -05:00
3401639,03,2017,169,0,5,2018-01-31 01:03:41.594846 -05:00
3401639,99,2017,4,0,1,2018-01-31 01:03:40.054806 -05:00
3401651,99,2017,9696,0,4,2018-01-31 01:03:41.495918 -05:00
3401651,03,2017,16968,0,7,2018-01-31 01:03:40.201035 -05:00
3401651,30,2017,33937,0,15,2018-01-31 01:03:39.049643 -05:00
3401660,99,2017,2028,0,2,2018-01-31 01:03:36.936111 -05:00
3401660,03,2017,20971,0,12,2018-01-31 01:03:36.364868 -05:00
3401678,03,2017,1883,0,2,2018-01-31 01:03:40.916484 -05:00
3401684,03,2017,105,0,3,2018-01-31 01:03:39.231035 -05:00
3401709,03,2017,8304,0,5,2018-01-31 01:03:40.908608 -05:00
3401709,99,2017,5277,0,3,2018-01-31 01:03:38.169292 -05:00
3401709,30,2017,32924,0,18,2018-01-31 01:03:37.800408 -05:00
3401713,99,2017,4498,0,2,2018-01-31 01:03:41.182559 -05:00
3401713,03,2017,15507,0,7,2018-01-31 01:03:36.703454 -05:00
3401716,03,2017,255,0,2,2018-01-31 01:03:40.402914 -05:00
3401761,99,2017,7551,0,3,2018-01-31 01:03:40.391493 -05:00
3401761,03,2017,20525,0,9,2018-01-31 01:03:38.553133 -05:00
3401770,03,2017,355,0,1,2018-01-31 01:03:39.788244 -05:00
3401770,99,2017,4,0,1,2018-01-31 01:03:37.369906 -05:00
3401775,99,2017,4655,0,2,2018-01-31 01:03:40.625677 -05:00
3401775,03,2017,22630,0,10,2018-01-31 01:03:38.481167 -05:00
3401775,06,2017,5513,0,2,2018-01-31 01:03:36.982350 -05:00
3401781,03,2017,13918,0,7,2018-01-31 01:03:39.580487 -05:00
3401781,99,2017,3059,0,1,2018-01-31 01:03:39.126402 -05:00
3401789,99,2017,2143,0,2,2018-01-31 01:03:41.333783 -05:00
3401789,03,2017,22148,0,15,2018-01-31 01:03:38.616380 -05:00
3401798,99,2017,6,0,1,2018-01-31 01:03:39.231030 -05:00
3401798,03,2017,34,0,1,2018-01-31 01:03:36.051331 -05:00
3401805,06,2017,15063,0,7,2018-01-31 01:03:41.647450 -05:00
3401805,99,2017,2670,0,1,2018-01-31 01:03:41.101099 -05:00
3401806,03,2017,6488,0,4,2018-01-31 01:03:36.568125 -05:00
3401806,99,2017,2496,0,2,2018-01-31 01:03:36.064715 -05:00
3401808,99,2017,14216,0,6,2018-01-31 01:03:40.392266 -05:00
3401808,03,2017,35456,0,14,2018-01-31 01:03:38.376824 -05:00
3401810,99,2017,4,0,1,2018-01-31 01:03:36.153105 -05:00
3401810,03,2017,8409,0,5,2018-01-31 01:03:38.716106 -05:00
3401813,03,2017,12012,0,9,2018-01-31 01:03:37.156974 -05:00
3401820,99,2017,4,0,1,2018-01-31 01:03:38.574665 -05:00
3401820,03,2017,5024,0,5,2018-01-31 01:03:38.529049 -05:00
3401822,06,2017,4966,0,3,2018-01-31 01:03:38.586670 -05:00
3401822,99,2017,4144,0,3,2018-01-31 01:03:38.285039 -05:00
3401824,06,2017,7680,0,4,2018-01-31 01:03:37.679187 -05:00
3401828,99,2017,4607,0,3,2018-01-31 01:03:40.697069 -05:00
3401828,03,2017,81662,0,32,2018-01-31 01:03:36.517518 -05:00
3401838,03,2017,840,0,1,2018-01-31 01:03:41.277355 -05:00
3401838,99,2017,4,0,1,2018-01-31 01:03:37.834775 -05:00
3401840,99,2017,3,0,1,2018-01-31 01:03:39.310102 -05:00
3401840,03,2017,13033,0,6,2018-01-31 01:03:37.934199 -05:00
3401841,03,2017,71771,0,24,2018-01-31 01:03:41.386432 -05:00
3401841,99,2017,7459,0,4,2018-01-31 01:03:40.260579 -05:00
3401856,03,2017,8810,0,5,2018-01-31 01:03:41.380096 -05:00
3401856,99,2017,110,0,2,2018-01-31 01:03:37.593028 -05:00
3401859,99,2017,12610,0,5,2018-01-31 01:03:40.360925 -05:00
3401859,03,2017,145035,0,60,2018-01-31 01:03:39.384567 -05:00
3401861,03,2017,1100,0,2,2018-01-31 01:03:39.599190 -05:00
3401861,99,2017,30,0,2,2018-01-31 01:03:40.298123 -05:00
3401867,30,2017,20283,0,5,2018-01-31 01:03:40.990570 -05:00
3401867,99,2017,384,0,1,2018-01-31 01:03:38.863404 -05:00
3401867,03,2017,5505,0,2,2018-01-31 01:03:38.597962 -05:00
3401869,99,2017,3580,0,3,2018-01-31 01:03:41.553338 -05:00
3401869,03,2017,31156,0,18,2018-01-31 01:03:40.990571 -05:00
3401870,03,2017,2589,0,2,2018-01-31 01:03:40.201039 -05:00
3401876,06,2017,15185,0,7,2018-01-31 01:03:35.963981 -05:00
3401876,99,2017,2882,0,2,2018-01-31 01:03:40.273376 -05:00
3401879,03,2017,5738,0,7,2018-01-31 01:03:39.710755 -05:00
3401883,03,2017,5280,0,4,2018-01-31 01:03:36.724642 -05:00
3401887,99,2017,1217,0,1,2018-01-31 01:03:37.883807 -05:00
3401887,03,2017,14022,0,7,2018-01-31 01:03:36.598477 -05:00
3401888,03,2017,29733,0,12,2018-01-31 01:03:40.908700 -05:00
3401888,99,2017,799,0,1,2018-01-31 01:03:39.599317 -05:00
3401889,03,2017,1050,0,3,2018-01-31 01:03:38.420555 -05:00
3401890,03,2017,1455,0,2,2018-01-31 01:03:40.514251 -05:00
3401891,06,2017,5898,0,3,2018-01-31 01:03:40.979725 -05:00
3401891,99,2017,695,0,1,2018-01-31 01:03:36.861806 -05:00
3401899,03,2017,8750,0,5,2018-01-31 01:03:40.725195 -05:00
3401899,99,2017,48,0,1,2018-01-31 01:03:36.889491 -05:00
3401902,99,2017,460,0,1,2018-01-31 01:03:41.564387 -05:00
3401902,03,2017,19374,0,14,2018-01-31 01:03:39.866321 -05:00
3401903,03,2017,14624,0,6,2018-01-31 01:03:35.931393 -05:00
3401903,99,2017,12,0,1,2018-01-31 01:03:37.402398 -05:00
3401904,03,2017,8501,0,4,2018-01-31 01:03:38.416050 -05:00
3401904,99,2017,2167,0,1,2018-01-31 01:03:36.598481 -05:00
3401905,99,2017,11151,0,4,2018-01-31 01:03:36.022446 -05:00
